1022,岗位修改,104,3,"","","",1,0,F,0,0,system:post:edit,#,admin,2023-09-04 19:21:47,"",,""
1023,岗位删除,104,4,"","","",1,0,F,0,0,system:post:remove,#,admin,2023-09-04 19:21:47,"",,""
1024,岗位导出,104,5,"","","",1,0,F,0,0,system:post:export,#,admin,2023-09-04 19:21:47,"",,""
1025,字典查询,105,1,#,"","",1,0,F,0,0,system:dict:query,#,admin,2023-09-04 19:21:47,"",,""
1026,字典新增,105,2,#,"","",1,0,F,0,0,system:dict:add,#,admin,2023-09-04 19:21:47,"",,""
1027,字典修改,105,3,#,"","",1,0,F,0,0,system:dict:edit,#,admin,2023-09-04 19:21:47,"",,""
1028,字典删除,105,4,#,"","",1,0,F,0,0,system:dict:remove,#,admin,2023-09-04 19:21:47,"",,""
1029,字典导出,105,5,#,"","",1,0,F,0,0,system:dict:export,#,admin,2023-09-04 19:21:47,"",,""
1030,参数查询,106,1,#,"","",1,0,F,0,0,system:config:query,#,admin,2023-09-04 19:21:47,"",,""
1031,参数新增,106,2,#,"","",1,0,F,0,0,system:config:add,#,admin,2023-09-04 19:21:47,"",,""
1032,参数修改,106,3,#,"","",1,0,F,0,0,system:config:edit,#,admin,2023-09-04 19:21:47,"",,""
1033,参数删除,106,4,#,"","",1,0,F,0,0,system:config:remove,#,admin,2023-09-04 19:21:47,"",,""
1034,参数导出,106,5,#,"","",1,0,F,0,0,system:config:export,#,admin,2023-09-04 19:21:47,"",,""
1035,公告查询,107,1,#,"","",1,0,F,0,0,system:notice:query,#,admin,2023-09-04 19:21:47,"",,""
1036,公告新增,107,2,#,"","",1,0,F,0,0,system:notice:add,#,admin,2023-09-04 19:21:47,"",,""
1037,公告修改,107,3,#,"","",1,0,F,0,0,system:notice:edit,#,admin,2023-09-04 19:21:47,"",,""
1038,公告删除,107,4,#,"","",1,0,F,0,0,system:notice:remove,#,admin,2023-09-04 19:21:47,"",,""
1039,操作查询,500,1,#,"","",1,0,F,0,0,monitor:operlog:query,#,admin,2023-09-04 19:21:47,"",,""
1040,操作删除,500,2,#,"","",1,0,F,0,0,monitor:operlog:remove,#,admin,2023-09-04 19:21:47,"",,""
1041,日志导出,500,3,#,"","",1,0,F,0,0,monitor:operlog:export,#,admin,2023-09-04 19:21:47,"",,""
1042,登录查询,501,1,#,"","",1,0,F,0,0,monitor:logininfor:query,#,admin,2023-09-04 19:21:47,"",,""
1043,登录删除,501,2,#,"","",1,0,F,0,0,monitor:logininfor:remove,#,admin,2023-09-04 19:21:47,"",,""
1044,日志导出,501,3,#,"","",1,0,F,0,0,monitor:logininfor:export,#,admin,2023-09-04 19:21:47,"",,""
1045,账户解锁,501,4,#,"","",1,0,F,0,0,monitor:logininfor:unlock,#,admin,2023-09-04 19:21:47,"",,""
1046,在线查询,109,1,#,"","",1,0,F,0,0,monitor:online:query,#,admin,2023-09-04 19:21:47,"",,""
1047,批量强退,109,2,#,"","",1,0,F,0,0,monitor:online:batchLogout,#,admin,2023-09-04 19:21:47,"",,""
1048,单条强退,109,3,#,"","",1,0,F,0,0,monitor:online:forceLogout,#,admin,2023-09-04 19:21:47,"",,""
1049,任务查询,110,1,#,"","",1,0,F,0,0,monitor:job:query,#,admin,2023-09-04 19:21:47,"",,""
1050,任务新增,110,2,#,"","",1,0,F,0,0,monitor:job:add,#,admin,2023-09-04 19:21:47,"",,""
1051,任务修改,110,3,#,"","",1,0,F,0,0,monitor:job:edit,#,admin,2023-09-04 19:21:47,"",,""
1052,任务删除,110,4,#,"","",1,0,F,0,0,monitor:job:remove,#,admin,2023-09-04 19:21:47,"",,""
1053,状态修改,110,5,#,"","",1,0,F,0,0,monitor:job:changeStatus,#,admin,2023-09-04 19:21:47,"",,""
1054,任务导出,110,6,#,"","",1,0,F,0,0,monitor:job:export,#,admin,2023-09-04 19:21:47,"",,""
1055,生成查询,116,1,#,"","",1,0,F,0,0,tool:gen:query,#,admin,2023-09-04 19:21:47,"",,""
1056,生成修改,116,2,#,"","",1,0,F,0,0,tool:gen:edit,#,admin,2023-09-04 19:21:47,"",,""
1057,生成删除,116,3,#,"","",1,0,F,0,0,tool:gen:remove,#,admin,2023-09-04 19:21:47,"",,""
1058,导入代码,116,4,#,"","",1,0,F,0,0,tool:gen:import,#,admin,2023-09-04 19:21:47,"",,""
1059,预览代码,116,5,#,"","",1,0,F,0,0,tool:gen:preview,#,admin,2023-09-04 19:21:47,"",,""
1060,生成代码,116,6,#,"","",1,0,F,0,0,tool:gen:code,#,admin,2023-09-04 19:21:47,"",,""
2000,正在执行的任务表 ,3,1,show,ctask/show/index,,1,0,C,0,0,ctask:show:list,#,admin,2023-09-04 19:21:56,"",,正在执行的任务表 菜单
2001,正在执行的任务表 查询,2000,1,#,"",,1,0,F,0,0,ctask:show:query,#,admin,2023-09-04 19:21:56,"",,""
2002,正在执行的任务表 新增,2000,2,#,"",,1,0,F,0,0,ctask:show:add,#,admin,2023-09-04 19:21:56,"",,""
2003,正在执行的任务表 修改,2000,3,#,"",,1,0,F,0,0,ctask:show:edit,#,admin,2023-09-04 19:21:56,"",,""
2004,正在执行的任务表 删除,2000,4,#,"",,1,0,F,0,0,ctask:show:remove,#,admin,2023-09-04 19:21:56,"",,""
2005,正在执行的任务表 导出,2000,5,#,"",,1,0,F,0,0,ctask:show:export,#,admin,2023-09-04 19:21:56,"",,""
2006,企业表,3,1,enterprise,coalition/enterprise/index,,1,0,C,0,0,coalition:enterprise:list,#,admin,2023-09-04 19:22:05,"",,企业表菜单
2007,企业表查询,2006,1,#,"",,1,0,F,0,0,coalition:enterprise:query,#,admin,2023-09-04 19:22:05,"",,""
2008,企业表新增,2006,2,#,"",,1,0,F,0,0,coalition:enterprise:add,#,admin,2023-09-04 19:22:05,"",,""
2009,企业表修改,2006,3,#,"",,1,0,F,0,0,coalition:enterprise:edit,#,admin,2023-09-04 19:22:05,"",,""
2010,企业表删除,2006,4,#,"",,1,0,F,0,0,coalition:enterprise:remove,#,admin,2023-09-04 19:22:05,"",,""
2011,企业表导出,2006,5,#,"",,1,0,F,0,0,coalition:enterprise:export,#,admin,2023-09-04 19:22:05,"",,""
2012,学生信息,2000,1,management,student/management/index,,1,0,C,0,0,student:management:list,#,admin,2023-09-04 19:22:16,"",,学生信息菜单
2013,学生信息查询,2012,1,#,"",,1,0,F,0,0,student:management:query,#,admin,2023-09-04 19:22:16,"",,""
2014,学生信息新增,2012,2,#,"",,1,0,F,0,0,student:management:add,#,admin,2023-09-04 19:22:16,"",,""
2015,学生信息修改,2012,3,#,"",,1,0,F,0,0,student:management:edit,#,admin,2023-09-04 19:22:16,"",,""
2016,学生信息删除,2012,4,#,"",,1,0,F,0,0,student:management:remove,#,admin,2023-09-04 19:22:16,"",,""
2017,学生信息导出,2012,5,#,"",,1,0,F,0,0,student:management:export,#,admin,2023-09-04 19:22:16,"",,""
2018,产品质量评估,0,9,test1,copattern/multigranularity/haha,,1,0,C,0,0,"",build,admin,2023-09-05 11:32:11,admin,2023-09-15 17:12:30,""
2021,企业关系评估,0,9,223565945,copattern/multigranularity/test2,,1,0,C,0,0,"",date,admin,2023-09-06 14:54:23,admin,2023-09-15 17:09:11,""
2022,协同效果评估,0,5,testss,copattern/multigranularity/test/main,,1,0,C,0,0,"",chart,admin,2023-09-08 11:32:21,admin,2023-09-15 17:12:45,""
2024,协同效果展示,0,6,123654,copattern/multigranularity/test2/app,,1,0,C,0,0,"",build,admin,2023-09-12 14:54:26,admin,2023-09-15 17:12:38,""
2027,主页(管理端）,2006,1,taskdashboard,coalitionformation/dashboard/index,,1,0,C,0,0,"",clipboard,admin,2023-12-05 01:46:12,admin,2023-12-07 08:45:55,""
2028,企业信息,2006,3,business,taskallocation/business/index,,1,0,C,0,0,taskallocation:business:list,excel,admin,2023-12-05 05:42:53,admin,2023-12-27 07:23:22,企业信息菜单
2029,企业信息查询,2028,1,#,"",,1,0,F,0,0,taskallocation:business:query,#,admin,2023-12-05 05:42:53,"",,""
2030,企业信息新增,2028,2,#,"",,1,0,F,0,0,taskallocation:business:add,#,admin,2023-12-05 05:42:53,"",,""
2031,企业信息修改,2028,3,#,"",,1,0,F,0,0,taskallocation:business:edit,#,admin,2023-12-05 05:42:53,"",,""
2032,企业信息删除,2028,4,#,"",,1,0,F,0,0,taskallocation:business:remove,#,admin,2023-12-05 05:42:53,"",,""
2033,企业信息导出,2028,5,#,"",,1,0,F,0,0,taskallocation:business:export,#,admin,2023-12-05 05:42:53,"",,""
2034,系统任务管理,2006,5,management,task/management/index,,1,0,C,0,0,task:management:list,nested,admin,2023-12-12 07:19:23,admin,2023-12-27 07:23:54,系统任务管理菜单
2035,系统任务管理查询,2034,1,#,"",,1,0,C,0,0,task:management:query,email,admin,2023-12-12 07:19:23,admin,2023-12-12 07:21:38,""
2036,系统任务管理新增,2034,2,#,"",,1,0,F,0,0,task:management:add,#,admin,2023-12-12 07:19:23,"",,""
2037,系统任务管理修改,2034,3,#,"",,1,0,F,0,0,task:management:edit,#,admin,2023-12-12 07:19:23,"",,""
2038,系统任务管理删除,2034,4,#,"",,1,0,F,0,0,task:management:remove,#,admin,2023-12-12 07:19:23,"",,""
2039,系统任务管理导出,2034,5,#,"",,1,0,F,0,0,task:management:export,#,admin,2023-12-12 07:19:23,"",,""
2040,分配详情,2006,2,detail,coalitionformation/detail/Detail,,1,0,C,0,0,"",excel,admin,2023-12-27 07:12:45,admin,2023-12-27 13:07:23,""
