113,缓存监控,2,5,cache,monitor/cache/index,"",1,0,C,0,0,monitor:cache:list,redis,admin,2023-09-04 21:11:06,"",,缓存监控菜单
114,缓存列表,2,6,cacheList,monitor/cache/list,"",1,0,C,0,0,monitor:cache:list,redis-list,admin,2023-09-04 21:11:06,"",,缓存列表菜单
115,表单构建,3,1,build,tool/build/index,"",1,0,C,0,0,tool:build:list,build,admin,2023-09-04 21:11:06,"",,表单构建菜单
116,代码生成,3,2,gen,tool/gen/index,"",1,0,C,0,0,tool:gen:list,code,admin,2023-09-04 21:11:06,"",,代码生成菜单
117,系统接口,3,3,swagger,tool/swagger/index,"",1,0,C,0,0,tool:swagger:list,swagger,admin,2023-09-04 21:11:06,"",,系统接口菜单
500,操作日志,108,1,operlog,monitor/operlog/index,"",1,0,C,0,0,monitor:operlog:list,form,admin,2023-09-04 21:11:06,"",,操作日志菜单
501,登录日志,108,2,logininfor,monitor/logininfor/index,"",1,0,C,0,0,monitor:logininfor:list,logininfor,admin,2023-09-04 21:11:06,"",,登录日志菜单
1000,用户查询,100,1,"","","",1,0,F,0,0,system:user:query,#,admin,2023-09-04 21:11:06,"",,""
1001,用户新增,100,2,"","","",1,0,F,0,0,system:user:add,#,admin,2023-09-04 21:11:06,"",,""
1002,用户修改,100,3,"","","",1,0,F,0,0,system:user:edit,#,admin,2023-09-04 21:11:06,"",,""
1003,用户删除,100,4,"","","",1,0,F,0,0,system:user:remove,#,admin,2023-09-04 21:11:06,"",,""
1004,用户导出,100,5,"","","",1,0,F,0,0,system:user:export,#,admin,2023-09-04 21:11:06,"",,""
1005,用户导入,100,6,"","","",1,0,F,0,0,system:user:import,#,admin,2023-09-04 21:11:06,"",,""
1006,重置密码,100,7,"","","",1,0,F,0,0,system:user:resetPwd,#,admin,2023-09-04 21:11:06,"",,""
1007,角色查询,101,1,"","","",1,0,F,0,0,system:role:query,#,admin,2023-09-04 21:11:06,"",,""
1008,角色新增,101,2,"","","",1,0,F,0,0,system:role:add,#,admin,2023-09-04 21:11:06,"",,""
1009,角色修改,101,3,"","","",1,0,F,0,0,system:role:edit,#,admin,2023-09-04 21:11:06,"",,""
1010,角色删除,101,4,"","","",1,0,F,0,0,system:role:remove,#,admin,2023-09-04 21:11:06,"",,""
1011,角色导出,101,5,"","","",1,0,F,0,0,system:role:export,#,admin,2023-09-04 21:11:06,"",,""
1012,菜单查询,102,1,"","","",1,0,F,0,0,system:menu:query,#,admin,2023-09-04 21:11:06,"",,""
1013,菜单新增,102,2,"","","",1,0,F,0,0,system:menu:add,#,admin,2023-09-04 21:11:06,"",,""
1014,菜单修改,102,3,"","","",1,0,F,0,0,system:menu:edit,#,admin,2023-09-04 21:11:06,"",,""
1015,菜单删除,102,4,"","","",1,0,F,0,0,system:menu:remove,#,admin,2023-09-04 21:11:06,"",,""
1016,部门查询,103,1,"","","",1,0,F,0,0,system:dept:query,#,admin,2023-09-04 21:11:06,"",,""
1017,部门新增,103,2,"","","",1,0,F,0,0,system:dept:add,#,admin,2023-09-04 21:11:06,"",,""
1018,部门修改,103,3,"","","",1,0,F,0,0,system:dept:edit,#,admin,2023-09-04 21:11:06,"",,""
1019,部门删除,103,4,"","","",1,0,F,0,0,system:dept:remove,#,admin,2023-09-04 21:11:06,"",,""
1020,岗位查询,104,1,"","","",1,0,F,0,0,system:post:query,#,admin,2023-09-04 21:11:06,"",,""
1021,岗位新增,104,2,"","","",1,0,F,0,0,system:post:add,#,admin,2023-09-04 21:11:06,"",,""
1022,岗位修改,104,3,"","","",1,0,F,0,0,system:post:edit,#,admin,2023-09-04 21:11:06,"",,""
1023,岗位删除,104,4,"","","",1,0,F,0,0,system:post:remove,#,admin,2023-09-04 21:11:06,"",,""
1024,岗位导出,104,5,"","","",1,0,F,0,0,system:post:export,#,admin,2023-09-04 21:11:06,"",,""
1025,字典查询,105,1,#,"","",1,0,F,0,0,system:dict:query,#,admin,2023-09-04 21:11:06,"",,""
1026,字典新增,105,2,#,"","",1,0,F,0,0,system:dict:add,#,admin,2023-09-04 21:11:06,"",,""
1027,字典修改,105,3,#,"","",1,0,F,0,0,system:dict:edit,#,admin,2023-09-04 21:11:06,"",,""
1028,字典删除,105,4,#,"","",1,0,F,0,0,system:dict:remove,#,admin,2023-09-04 21:11:06,"",,""
1029,字典导出,105,5,#,"","",1,0,F,0,0,system:dict:export,#,admin,2023-09-04 21:11:06,"",,""
1030,参数查询,106,1,#,"","",1,0,F,0,0,system:config:query,#,admin,2023-09-04 21:11:06,"",,""
1031,参数新增,106,2,#,"","",1,0,F,0,0,system:config:add,#,admin,2023-09-04 21:11:06,"",,""
1032,参数修改,106,3,#,"","",1,0,F,0,0,system:config:edit,#,admin,2023-09-04 21:11:06,"",,""
1033,参数删除,106,4,#,"","",1,0,F,0,0,system:config:remove,#,admin,2023-09-04 21:11:06,"",,""
1034,参数导出,106,5,#,"","",1,0,F,0,0,system:config:export,#,admin,2023-09-04 21:11:06,"",,""
1035,公告查询,107,1,#,"","",1,0,F,0,0,system:notice:query,#,admin,2023-09-04 21:11:06,"",,""
1036,公告新增,107,2,#,"","",1,0,F,0,0,system:notice:add,#,admin,2023-09-04 21:11:06,"",,""
1037,公告修改,107,3,#,"","",1,0,F,0,0,system:notice:edit,#,admin,2023-09-04 21:11:06,"",,""
1038,公告删除,107,4,#,"","",1,0,F,0,0,system:notice:remove,#,admin,2023-09-04 21:11:06,"",,""
1039,操作查询,500,1,#,"","",1,0,F,0,0,monitor:operlog:query,#,admin,2023-09-04 21:11:06,"",,""
1040,操作删除,500,2,#,"","",1,0,F,0,0,monitor:operlog:remove,#,admin,2023-09-04 21:11:06,"",,""
1041,日志导出,500,3,#,"","",1,0,F,0,0,monitor:operlog:export,#,admin,2023-09-04 21:11:06,"",,""
1042,登录查询,501,1,#,"","",1,0,F,0,0,monitor:logininfor:query,#,admin,2023-09-04 21:11:06,"",,""
1043,登录删除,501,2,#,"","",1,0,F,0,0,monitor:logininfor:remove,#,admin,2023-09-04 21:11:06,"",,""
1044,日志导出,501,3,#,"","",1,0,F,0,0,monitor:logininfor:export,#,admin,2023-09-04 21:11:06,"",,""
1045,账户解锁,501,4,#,"","",1,0,F,0,0,monitor:logininfor:unlock,#,admin,2023-09-04 21:11:06,"",,""
1046,在线查询,109,1,#,"","",1,0,F,0,0,monitor:online:query,#,admin,2023-09-04 21:11:06,"",,""
1047,批量强退,109,2,#,"","",1,0,F,0,0,monitor:online:batchLogout,#,admin,2023-09-04 21:11:06,"",,""
1048,单条强退,109,3,#,"","",1,0,F,0,0,monitor:online:forceLogout,#,admin,2023-09-04 21:11:06,"",,""
1049,任务查询,110,1,#,"","",1,0,F,0,0,monitor:job:query,#,admin,2023-09-04 21:11:06,"",,""
1050,任务新增,110,2,#,"","",1,0,F,0,0,monitor:job:add,#,admin,2023-09-04 21:11:06,"",,""
1051,任务修改,110,3,#,"","",1,0,F,0,0,monitor:job:edit,#,admin,2023-09-04 21:11:06,"",,""
1052,任务删除,110,4,#,"","",1,0,F,0,0,monitor:job:remove,#,admin,2023-09-04 21:11:06,"",,""
1053,状态修改,110,5,#,"","",1,0,F,0,0,monitor:job:changeStatus,#,admin,2023-09-04 21:11:06,"",,""
1054,任务导出,110,6,#,"","",1,0,F,0,0,monitor:job:export,#,admin,2023-09-04 21:11:06,"",,""
1055,生成查询,116,1,#,"","",1,0,F,0,0,tool:gen:query,#,admin,2023-09-04 21:11:06,"",,""
1056,生成修改,116,2,#,"","",1,0,F,0,0,tool:gen:edit,#,admin,2023-09-04 21:11:06,"",,""
1057,生成删除,116,3,#,"","",1,0,F,0,0,tool:gen:remove,#,admin,2023-09-04 21:11:06,"",,""
1058,导入代码,116,4,#,"","",1,0,F,0,0,tool:gen:import,#,admin,2023-09-04 21:11:06,"",,""
1059,预览代码,116,5,#,"","",1,0,F,0,0,tool:gen:preview,#,admin,2023-09-04 21:11:06,"",,""
1060,生成代码,116,6,#,"","",1,0,F,0,0,tool:gen:code,#,admin,2023-09-04 21:11:06,"",,""
2000,正在执行的任务表 ,3,1,show,ctask/show/index,,1,0,C,0,0,ctask:show:list,#,admin,2023-09-04 21:11:17,"",,正在执行的任务表 菜单
2001,正在执行的任务表 查询,2000,1,#,"",,1,0,F,0,0,ctask:show:query,#,admin,2023-09-04 21:11:17,"",,""
2002,正在执行的任务表 新增,2000,2,#,"",,1,0,F,0,0,ctask:show:add,#,admin,2023-09-04 21:11:17,"",,""
2003,正在执行的任务表 修改,2000,3,#,"",,1,0,F,0,0,ctask:show:edit,#,admin,2023-09-04 21:11:17,"",,""
2004,正在执行的任务表 删除,2000,4,#,"",,1,0,F,0,0,ctask:show:remove,#,admin,2023-09-04 21:11:17,"",,""
2005,正在执行的任务表 导出,2000,5,#,"",,1,0,F,0,0,ctask:show:export,#,admin,2023-09-04 21:11:17,"",,""
2006,操作员表,3,1,manage,operator/manage/index,,1,0,C,0,0,operator:manage:list,#,admin,2023-09-04 21:11:25,"",,操作员表菜单
2007,操作员表查询,2006,1,#,"",,1,0,F,0,0,operator:manage:query,#,admin,2023-09-04 21:11:25,"",,""
2008,操作员表新增,2006,2,#,"",,1,0,F,0,0,operator:manage:add,#,admin,2023-09-04 21:11:25,"",,""
2009,操作员表修改,2006,3,#,"",,1,0,F,0,0,operator:manage:edit,#,admin,2023-09-04 21:11:25,"",,""
2010,操作员表删除,2006,4,#,"",,1,0,F,0,0,operator:manage:remove,#,admin,2023-09-04 21:11:25,"",,""
2011,操作员表导出,2006,5,#,"",,1,0,F,0,0,operator:manage:export,#,admin,2023-09-04 21:11:25,"",,""
2012,操作员表,3,1,manage,operator/manage/index,,1,0,C,0,0,operator:manage:list,#,admin,2023-09-04 21:11:26,"",,操作员表菜单
2013,操作员表查询,2012,1,#,"",,1,0,F,0,0,operator:manage:query,#,admin,2023-09-04 21:11:26,"",,""
2014,操作员表新增,2012,2,#,"",,1,0,F,0,0,operator:manage:add,#,admin,2023-09-04 21:11:26,"",,""
2015,操作员表修改,2012,3,#,"",,1,0,F,0,0,operator:manage:edit,#,admin,2023-09-04 21:11:26,"",,""
2016,操作员表删除,2012,4,#,"",,1,0,F,0,0,operator:manage:remove,#,admin,2023-09-04 21:11:26,"",,""
2017,操作员表导出,2012,5,#,"",,1,0,F,0,0,operator:manage:export,#,admin,2023-09-04 21:11:26,"",,""
2018,操作员表,3,1,manage,operator/manage/index,,1,0,C,0,0,operator:manage:list,#,admin,2023-09-04 21:11:27,"",,操作员表菜单
2019,操作员表查询,2018,1,#,"",,1,0,F,0,0,operator:manage:query,#,admin,2023-09-04 21:11:27,"",,""
2020,操作员表新增,2018,2,#,"",,1,0,F,0,0,operator:manage:add,#,admin,2023-09-04 21:11:27,"",,""
2021,操作员表修改,2018,3,#,"",,1,0,F,0,0,operator:manage:edit,#,admin,2023-09-04 21:11:27,"",,""
2022,操作员表删除,2018,4,#,"",,1,0,F,0,0,operator:manage:remove,#,admin,2023-09-04 21:11:27,"",,""
2023,操作员表导出,2018,5,#,"",,1,0,F,0,0,operator:manage:export,#,admin,2023-09-04 21:11:27,"",,""
2024,操作员表,3,1,manage,operator/manage/index,,1,0,C,0,0,operator:manage:list,#,admin,2023-09-04 21:11:27,"",,操作员表菜单
2025,操作员表查询,2024,1,#,"",,1,0,F,0,0,operator:manage:query,#,admin,2023-09-04 21:11:27,"",,""
2026,操作员表新增,2024,2,#,"",,1,0,F,0,0,operator:manage:add,#,admin,2023-09-04 21:11:27,"",,""
2027,操作员表修改,2024,3,#,"",,1,0,F,0,0,operator:manage:edit,#,admin,2023-09-04 21:11:27,"",,""
2028,操作员表删除,2024,4,#,"",,1,0,F,0,0,operator:manage:remove,#,admin,2023-09-04 21:11:27,"",,""
2029,操作员表导出,2024,5,#,"",,1,0,F,0,0,operator:manage:export,#,admin,2023-09-04 21:11:27,"",,""
2030,操作员表,3,1,manage,operator/manage/index,,1,0,C,0,0,operator:manage:list,#,admin,2023-09-04 21:11:28,"",,操作员表菜单
2031,操作员表查询,2030,1,#,"",,1,0,F,0,0,operator:manage:query,#,admin,2023-09-04 21:11:28,"",,""
2032,操作员表新增,2030,2,#,"",,1,0,F,0,0,operator:manage:add,#,admin,2023-09-04 21:11:28,"",,""
2033,操作员表修改,2030,3,#,"",,1,0,F,0,0,operator:manage:edit,#,admin,2023-09-04 21:11:28,"",,""
2034,操作员表删除,2030,4,#,"",,1,0,F,0,0,operator:manage:remove,#,admin,2023-09-04 21:11:28,"",,""
2035,操作员表导出,2030,5,#,"",,1,0,F,0,0,operator:manage:export,#,admin,2023-09-04 21:11:28,"",,""
2036,操作员表,3,1,manage,operator/manage/index,,1,0,C,0,0,operator:manage:list,#,admin,2023-09-04 21:11:28,"",,操作员表菜单
2037,操作员表查询,2036,1,#,"",,1,0,F,0,0,operator:manage:query,#,admin,2023-09-04 21:11:28,"",,""
2038,操作员表新增,2036,2,#,"",,1,0,F,0,0,operator:manage:add,#,admin,2023-09-04 21:11:28,"",,""
2039,操作员表修改,2036,3,#,"",,1,0,F,0,0,operator:manage:edit,#,admin,2023-09-04 21:11:28,"",,""
2040,操作员表删除,2036,4,#,"",,1,0,F,0,0,operator:manage:remove,#,admin,2023-09-04 21:11:28,"",,""
2041,操作员表导出,2036,5,#,"",,1,0,F,0,0,operator:manage:export,#,admin,2023-09-04 21:11:28,"",,""
2042,操作员表,3,1,manage,operator/manage/index,,1,0,C,0,0,operator:manage:list,#,admin,2023-09-04 21:11:28,"",,操作员表菜单
2043,操作员表查询,2042,1,#,"",,1,0,F,0,0,operator:manage:query,#,admin,2023-09-04 21:11:28,"",,""
2044,操作员表新增,2042,2,#,"",,1,0,F,0,0,operator:manage:add,#,admin,2023-09-04 21:11:28,"",,""
2045,操作员表修改,2042,3,#,"",,1,0,F,0,0,operator:manage:edit,#,admin,2023-09-04 21:11:28,"",,""
2046,操作员表删除,2042,4,#,"",,1,0,F,0,0,operator:manage:remove,#,admin,2023-09-04 21:11:28,"",,""
2047,操作员表导出,2042,5,#,"",,1,0,F,0,0,operator:manage:export,#,admin,2023-09-04 21:11:28,"",,""
2048,共享激励,0,0,sharingIncentive,,,1,0,M,0,0,,button,admin,2023-09-05 11:49:58,"",,""
2052,纯图表,2048,3,pureEchart,sharingIncentive/components/pureEchart,,1,0,C,1,0,"",button,admin,2023-09-09 19:22:30,admin,2023-09-12 18:50:24,""
2053,拍卖共享,2048,1,auction,,,1,0,M,0,0,"",druid,admin,2023-12-27 20:09:55,admin,2023-12-27 20:15:31,""
2054,历史拍卖,2053,1,Mysharing,sharingIncentive/components/mysharing,,1,0,C,0,0,,date-range,admin,2023-12-27 20:11:29,"",,""
2055,当前拍卖,2053,2,currentsharing,sharingIncentive/components/currentsharing,,1,0,C,0,0,,checkbox,admin,2023-12-27 20:12:12,"",,""
2056,企业群共享,2048,2,P2P,,,1,0,M,0,0,"",404,admin,2023-12-27 20:13:36,admin,2023-12-27 20:15:38,""
2057,群内共享,2056,2,groupsharing,sharingIncentive/components/pureTable,,1,0,C,0,0,"",date,admin,2023-12-27 20:14:30,admin,2023-12-27 20:19:26,""
2058,企业群形成,2056,1,groupForming,sharingIncentive/components/groupForming,,1,0,C,0,0,,code,admin,2023-12-27 20:19:19,"",,""
